unique_id,x,y
476,86.45605414,27.80401646
477,86.56906565,27.80441525
478,86.6820792,27.80472158
479,86.79509427,27.80493546
480,86.9081103,27.80505687
481,87.02112678,27.80508582
482,87.13414315,27.8050223
483,87.24715889,27.80486632
484,87.36017345,27.80461787
485,87.4731863,27.80427697
486,87.5861969,27.80384362
487,87.69920472,27.80331782
488,87.81220921,27.80269959
489,87.92520984,27.80198893
490,88.03820608,27.80118587
491,88.15119738,27.80029041
492,81.93877746,27.81261886
493,82.16398827,27.82070956
494,82.27662828,27.82461792
495,82.38929064,27.82843484
496,82.50197485,27.83216028
497,82.61468036,27.83579415
498,82.72740666,27.8393364
499,82.84015322,27.84278697
500,82.9529195,27.84614579
501,83.06570498,27.84941281
502,83.17850912,27.85258796
503,83.29133141,27.8556712
504,83.40417129,27.85866246
505,83.51702826,27.86156169
506,83.62990177,27.86436885
507,83.74279129,27.86708388
508,83.85569628,27.86970673
509,83.96861622,27.87223737
510,84.08155058,27.87467573
511,84.19449881,27.87702179
512,84.30746039,27.8792755
513,84.42043477,27.88143681
514,84.53342143,27.8835057
515,84.64641982,27.88548212
516,84.75942942,27.88736604
517,84.87244968,27.88915742
518,84.98548007,27.89085624
519,85.09852005,27.89246246
520,85.21156909,27.89397606
521,85.32462665,27.89539701
522,85.43769219,27.89672528
523,85.55076517,27.89796085
524,85.66384506,27.89910369
525,85.77693132,27.9001538
526,85.8900234,27.90111114
527,86.00312077,27.90197571
528,86.1162229,27.90274748
529,86.22932923,27.90342645
530,86.34243924,27.90401259
531,86.45555239,27.90450591
532,86.56866813,27.90490639
533,86.68178593,27.90521402
534,86.79490524,27.9054288
535,86.90802554,27.90555073
536,87.02114627,27.9055798
537,87.1342669,27.90551601
538,87.3605057,27.90510987
539,87.47362279,27.90476753
540,87.58673762,27.90433234
541,87.81295836,27.90318346
542,87.92606319,27.9024698
543,88.0391636,27.90166333
544,88.15225906,27.90076408
545,81.70879289,27.90422771
546,81.82144072,27.90851909
547,81.9341131,27.91271894
548,82.04680952,27.91682719
549,82.15952944,27.92084377
550,82.27227235,27.92476861
551,82.3850377,27.92860164
552,82.49782498,27.9323428
553,82.61063365,27.93599201
554,82.72346319,27.93954921
555,82.83631306,27.94301433
556,82.94918274,27.94638733
557,83.06207169,27.94966814
558,83.17497938,27.95285669
559,83.28790528,27.95595294
560,83.40084885,27.95895683
561,83.51380957,27.9618683
562,83.6267869,27.96468731
563,83.7397803,27.9674138
564,83.85278924,27.97004773
565,83.96581318,27.97258905
566,84.07885159,27.97503771
567,84.19190394,27.97739368
568,84.30496968,27.9796569
569,84.41804828,27.98182734
570,84.5311392,27.98390497
571,84.64424191,27.98588973
572,84.75735586,27.98778161
573,84.87048052,27.98958056
574,84.98361535,27.99128655
575,85.09675981,27.99289956
576,85.20991336,27.99441955
577,85.32307546,27.9958465
578,85.43624558,27.99718038
579,85.54942317,27.99842117
580,85.66260769,27.99956885
581,85.7757986,28.00062339
582,85.88899537,28.00158478
583,86.00219744,28.002453
584,86.11540429,28.00322803
585,86.22861537,28.00390986
586,86.34183013,28.00449849
587,86.45504804,28.00499389
588,86.56826856,28.00539606
589,86.68149114,28.00570499
590,86.79471525,28.00592068
591,86.90794033,28.00604312
592,87.02116586,28.00607232
593,81.5911726,27.99988863
594,81.7038983,28.00428989
595,81.81664918,28.00859932
596,81.92942471,28.01281684
597,82.04222437,28.01694238
598,82.15504763,28.02097587
599,82.26789396,28.02491723
600,82.38076284,28.02876639
601,82.49365372,28.03252329
602,82.60656607,28.03618786
603,82.71949938,28.03976003
604,82.8324531,28.04323975
605,82.94542671,28.04662695
606,83.05841966,28.04992157
607,83.17143143,28.05312355
608,83.28446148,28.05623283
609,83.39750927,28.05924937
610,83.51057427,28.06217311
611,83.62365595,28.06500399
612,83.73675377,28.06774196
613,83.84986719,28.07038699
614,83.96299567,28.07293901
615,84.07613868,28.07539799
616,84.18929567,28.07776388
617,84.30246611,28.08003663
618,84.41564947,28.08221622
619,84.52884519,28.0843026
620,84.64205275,28.08629573
621,84.75527159,28.08819557
622,84.86850119,28.0900021
623,84.981741,28.09171529
624,85.09499047,28.09333509
625,85.20824907,28.09486149
626,85.32151626,28.09629445
627,85.4347915,28.09763395
628,85.54807423,28.09887997
629,85.66136393,28.10003248
630,85.77466004,28.10109147
631,85.88796203,28.10205691
632,86.11458146,28.10370709
633,86.22789781,28.10439179
634,86.56786692,28.10588425
635,86.68119483,28.10619449
636,86.79452426,28.10641109
637,81.36056895,28.09081429
638,81.47334598,28.09541822
639,81.58614935,28.09993009
640,81.69897853,28.10434982
641,81.81183299,28.10867734
642,81.9247122,28.11291256
643,82.03761563,28.11705542
644,82.15054276,28.12110584
645,82.26349304,28.12506374
646,82.37646596,28.12892907
647,82.48946097,28.13270174
648,82.60247755,28.1363817
649,82.71551516,28.13996888
650,82.82857326,28.14346321
651,82.94165132,28.14686463
652,83.05474881,28.15017309
653,83.16786519,28.15338852
654,83.28099993,28.15651087
655,83.39415248,28.15954008
656,83.5073223,28.1624761
657,83.62050887,28.16531887
658,83.73371164,28.16806836
659,83.84693007,28.17072449
660,83.96016363,28.17328724
661,84.07341177,28.17575655
662,84.18667395,28.17813238
663,84.29994964,28.18041469
664,84.41323829,28.18260344
665,84.52653935,28.18469858
666,84.6398523,28.18670009
667,84.75317658,28.18860793
668,84.86651165,28.19042205
669,84.97985698,28.19214243
670,85.09321201,28.19376905
671,85.2065762,28.19530186
672,85.31994902,28.19674085
673,85.43332991,28.19808598
674,85.54671833,28.19933724
675,85.66011375,28.2004946
676,85.7735156,28.20155803
677,85.88692335,28.20252753
678,86.22717655,28.20487224
679,81.24245832,28.18609973
680,81.35531218,28.1908153
681,81.46819302,28.1954385
682,81.58110029,28.19996926
683,81.69403347,28.2044075
684,81.80699204,28.20875313
685,81.91997546,28.21300609
686,82.0329832,28.2171663
687,82.14601472,28.22123368
688,82.25906949,28.22520816
689,82.37214699,28.22908968
690,82.48524667,28.23287816
691,82.59836799,28.23657353
692,82.71151044,28.24017574
693,82.82467346,28.24368471
694,82.93785652,28.24710039
695,83.05105908,28.25042271
696,83.16428061,28.25365161
697,83.27752056,28.25678705
698,83.3907784,28.25982895
699,83.50405359,28.26277728
700,83.61734559,28.26563197
701,83.73065385,28.26839297
702,83.84397784,28.27106025
703,83.95731701,28.27363374
704,84.07067082,28.2761134
705,84.18403873,28.27849919
706,84.2974202,28.28079107
707,84.41081468,28.28298899
708,84.52422163,28.28509293
709,84.63764051,28.28710283
710,84.75107077,28.28901866
711,84.86451186,28.29084039
712,84.97796325,28.29256799
713,85.09142438,28.29420143
714,85.20489471,28.29574067
715,85.3183737,28.29718569
716,85.43186079,28.29853647
717,85.54535545,28.29979297
718,85.65885712,28.30095518
719,85.77236526,28.30202308
720,81.23707036,28.28607868
721,81.35002844,28.29081394
722,81.46301361,28.29545645
723,81.57602532,28.30000613
724,81.68906304,28.3044629
725,81.80212625,28.30882669
726,81.9152144,28.31309742
727,82.02832697,28.31727501
728,82.14146343,28.32135938
729,82.25462322,28.32535047
730,82.36780583,28.32924821
731,82.48101071,28.33305252
732,82.59423733,28.33676334
733,82.70748514,28.3403806
734,82.82075361,28.34390424
735,82.93404221,28.3473342
736,83.04735038,28.35067041
737,83.16067759,28.35391281
738,83.27402331,28.35706135
739,83.38738698,28.36011598
740,83.50076807,28.36307663
741,83.61416604,28.36594326
742,83.72758033,28.36871581
743,83.84101042,28.37139424
744,83.95445574,28.37397849
745,84.06791577,28.37646853
746,84.18138996,28.3788643
747,84.29487775,28.38116576
748,84.40837861,28.38337288
749,84.52189199,28.38548562
750,84.63541734,28.38750392
751,84.74895412,28.38942777
752,84.86250178,28.39125713
753,84.97605977,28.39299195
754,85.08962755,28.39463222
755,85.65759403,28.40141424
756,85.771209,28.40248661
757,81.00561279,28.37626621
758,81.11861967,28.38120719
759,81.23165479,28.38605522
760,81.34471763,28.3908102
761,81.45780765,28.39547205
762,81.57092433,28.40004069
763,81.68406712,28.40451604
764,81.7972355,28.40889802
765,81.91042893,28.41318654
766,82.02364687,28.41738154
767,82.13688879,28.42148294
768,82.25015414,28.42549067
769,82.3634424,28.42940466
770,82.47675302,28.43322483
771,82.59008546,28.43695112
772,82.70343918,28.44058347
773,82.81681365,28.4441218
774,82.93020831,28.44756606
775,83.04362264,28.45091618
776,83.15705608,28.45417211
777,83.2705081,28.45733379
778,83.38397815,28.46040116
779,83.49746568,28.46337416
780,83.61097015,28.46625275
781,83.72449103,28.46903687
782,83.83802775,28.47172647
783,83.95157978,28.47432151
784,84.06514657,28.47682193
785,84.17872757,28.4792277
786,84.29232224,28.48153877
787,84.40593002,28.4837551
788,84.51955037,28.48587665
789,84.63318275,28.48790338
790,84.7468266,28.48983526
791,84.86048137,28.49167225
792,84.97414651,28.49341432
793,85.08782148,28.49506143
794,85.20150573,28.49661357
795,80.77382261,28.46599693
796,80.88687622,28.47114487
797,80.99995927,28.47619964
798,81.1130712,28.48116116
799,81.2262115,28.48602934
800,81.33937962,28.49080408
801,81.45257504,28.49548531
802,81.56579722,28.50007294
803,81.67904562,28.5045669
804,81.79231971,28.50896709
805,81.90561894,28.51327345
806,82.01894279,28.51748589
807,82.13229071,28.52160435
808,82.24566216,28.52562875
809,82.35905661,28.52955901
810,82.4724735,28.53339507
811,82.58591231,28.53713687
812,82.69937248,28.54078432
813,82.81285348,28.54433738
814,82.92635476,28.54779597
815,83.03987578,28.55116003
816,83.153416,28.55442951
817,83.26697486,28.55760435
818,83.38055182,28.56068448
819,83.49414634,28.56366986
820,83.60775788,28.56656042
821,83.72138587,28.56935613
822,83.83502978,28.57205693
823,83.94868906,28.57466277
824,84.06236315,28.5771736
825,84.17605152,28.57958939
826,84.2897536,28.58191008
827,84.40346886,28.58413564
828,84.51719674,28.58626602
829,84.63093668,28.58830119
830,84.74468815,28.59024111
831,84.85845058,28.59208575
832,84.97222343,28.59383508
833,85.08600614,28.59548905
834,85.19979817,28.59704765
835,80.428635,28.54981733
836,80.54170216,28.55526671
837,80.65480045,28.56062282
838,80.76792935,28.56588556
839,80.88108833,28.57105484
840,80.99427685,28.57613058
841,81.10749438,28.58111266
842,81.22074038,28.58600102
843,81.33401433,28.59079557
844,81.44731568,28.59549621
845,81.56064389,28.60010287
846,81.67399843,28.60461546
847,81.78737877,28.60903391
848,81.90078435,28.61335813
849,82.01421464,28.61758805
850,82.1276691,28.6217236
851,82.24114719,28.62576469
852,82.35464836,28.62971127
853,82.46817208,28.63356325
854,82.58171779,28.63732057
855,82.69528496,28.64098317
856,82.80887303,28.64455097
857,82.92248147,28.64802392
858,83.03610973,28.65140195
859,83.14975726,28.654685
860,83.26342351,28.65787302
861,83.37710794,28.66096594
862,83.49081,28.66396371
863,83.60452913,28.66686628
864,83.7182648,28.6696736
865,83.83201644,28.67238562
866,83.94578351,28.67500228
867,84.05956547,28.67752354
868,84.17336175,28.67994936
869,84.2871718,28.68227969
870,84.40099508,28.6845145
871,84.51483103,28.68665373
872,84.6286791,28.68869735
873,84.74253873,28.69064534
874,84.97029048,28.69425423
875,85.08418149,28.69591508
876,85.19808185,28.69748015
877,80.30925383,28.64407147
878,80.42239471,28.64963694
879,80.53556739,28.65510885
880,80.64877134,28.66048711
881,80.76200601,28.66577161
882,80.87527088,28.67096227
883,80.98856542,28.67605899
884,81.10188908,28.68106169
885,81.21524133,28.68597027
886,81.32862163,28.69078465
887,81.44202944,28.69550474
888,81.55546423,28.70013046
889,81.66892546,28.70466173
890,81.78241257,28.70909846
891,81.89592504,28.71344058
892,82.00946232,28.71768801
893,82.12302386,28.72184068
894,82.23660913,28.7258985
895,82.35021757,28.72986142
896,82.46384865,28.73372935
897,82.57750182,28.73750223
898,82.69117652,28.74117999
899,82.80487222,28.74476257
900,82.91858837,28.7482499
901,83.03232441,28.75164192
902,83.1460798,28.75493858
903,83.25985399,28.7581398
904,83.37364643,28.76124553
905,83.48745657,28.76425573
906,83.60128386,28.76717032
907,83.71512775,28.76998927
908,83.82898767,28.77271253
909,83.94286309,28.77534003
910,84.05675345,28.77787174
911,84.1706582,28.78030761
912,84.28457677,28.7826476
913,84.39850863,28.78489167
914,84.5124532,28.78703977
915,80.18966146,28.73818313
916,80.30287581,28.7438654
917,80.41612263,28.74945382
918,80.52940136,28.75494831
919,80.64271149,28.76034875
920,80.75605247,28.76565506
921,80.86942378,28.77086713
922,80.98282486,28.77598489
923,81.09625519,28.78100823
924,81.20971422,28.78593707
925,81.32320142,28.79077132
926,81.43671624,28.7955109
927,81.55025814,28.80015572
928,81.66382659,28.80470569
929,81.77742103,28.80916075
930,81.89104093,28.8135208
931,82.00468573,28.81778577
932,82.1183549,28.82195558
933,82.23204789,28.82603017
934,82.34576416,28.83000945
935,82.45950314,28.83389337
936,82.5732643,28.83768183
937,82.68704709,28.84137479
938,82.80085096,28.84497217
939,82.91467536,28.84847391
940,83.02851974,28.85187995
941,83.14238354,28.85519023
942,83.25626622,28.85840468
943,83.37016723,28.86152325
944,83.484086,28.86454589
945,83.59802199,28.86747254
946,83.71197465,28.87030314
947,83.82594341,28.87303765
948,83.93992773,28.87567602
949,84.05392705,28.8782182
950,84.16794082,28.88066414
951,84.28196847,28.8830138
952,84.39600945,28.88526715
953,80.06985708,28.83215112
954,80.18314465,28.8379509
955,80.29646534,28.84365655
956,80.40981861,28.84926797
957,80.52320394,28.85478507
958,80.63662079,28.86020774
959,80.75006862,28.86553589
960,80.86354689,28.87076942
961,80.97705506,28.87590825
962,81.09059259,28.88095228
963,81.20415895,28.88590142
964,81.31775358,28.89075558
965,81.43137595,28.89551467
966,81.54502551,28.90017862
967,81.65870172,28.90474734
968,81.77240403,28.90922075
969,81.8861319,28.91359876
970,81.99988478,28.91788131
971,82.11366213,28.92206831
972,82.22746339,28.92615969
973,82.34128801,28.93015537
974,82.45513545,28.93405529
975,82.56900516,28.93785937
976,82.68289659,28.94156756
977,82.79680918,28.94517977
978,82.91074238,28.94869595
979,83.02469564,28.95211603
980,83.13866841,28.95543996
981,83.25266013,28.95866766
982,83.36667025,28.9617991
983,83.48069821,28.9648342
984,83.59474346,28.96777291
985,83.70880544,28.97061519
986,83.8228836,28.97336098
987,83.93697737,28.97601023
988,84.05108621,28.9785629
989,84.16520955,28.98101893
990,84.27934683,28.98337829
991,80.06320041,28.93189225
992,80.17659471,28.93771584
993,80.29002227,28.94344491
994,80.40348255,28.94907938
995,80.51697501,28.95461913
996,80.63049911,28.96006407
997,80.74405432,28.9654141
